object_id,ra,dec,flux_y_sersic,flux_j_sersic,flux_h_sersic,spe_class,spe_qso_prob,spe_z
-527085780284157506,52.70857801479789,-28.41575060338782,3.182036,5.8520393,8.067235,qso,1,4.6537
-527518774284080854,52.75187745342456,-28.40808546880483,2.6550038,3.522153,3.8468587,qso,1,6.510561
-527483623284120659,52.74836233751417,-28.41206590945757,2.567797,3.6907303,5.161878,qso,1,6.887744
-528203810284011884,52.82038101430138,-28.40118848684344,13.087456,20.328651,32.18434,qso,1,4.569527
-527993809284054381,52.79938093417245,-28.40543819030545,1.1704063,3.6292112,5.3225603,qso,1,4.8026237
-527215410284022196,52.72154105704579,-28.40221966243222,50.8417,41.63059,69.00618,qso,1,1.7437077
-527257612283822592,52.7257612749247,-28.38225924573062,2.7489734,4.168442,7.3564105,qso,1,3.9943645
-527123211283726212,52.71232119568172,-28.37262126922155,43.060513,55.993076,79.05922,qso,1,5.628047
-527429490283587686,52.74294901195306,-28.35876866205308,4.7694798,4.736139,5.2493463,qso,1,7.1442337
-527593342283217840,52.75933427673575,-28.32178408770958,3.9716637,5.048879,5.353367,qso,1,7.893407
-528725456283011485,52.87254567222553,-28.30114854610304,27.361835,30.612139,33.430397,qso,1,7.5020742
-527832615282846569,52.78326152926117,-28.28465699876164,4.7562747,5.382629,5.8636465,qso,1,4.97934
-529022082282823002,52.90220829923914,-28.28230024364308,9.647596,13.498645,17.887865,qso,1,7.527619
-527387236282782582,52.73872365781348,-28.27825826374191,5.4605856,7.2532883,9.873377,qso,1,5.1799498
-527413221282697264,52.74132212073741,-28.26972649072713,1.8806753,3.8802125,5.136582,qso,1,7.1442337
-527275808282550217,52.72758081271461,-28.25502177322923,15.034813,21.674002,29.565163,qso,1,6.3987436
-527282531284353220,52.72825311378912,-28.43532205683609,1.8780249,3.1791449,4.6415563,qso,1,7.991774
-534956605284422057,53.49566056664663,-28.44220574698573,84.96364,90.932,95.89733,qso,1,7.451215
-533377907282644347,53.33779075478517,-28.26443475849391,1079.2234,1123.3954,1149.2427,qso,1,1.1475124
-532426372283316323,53.24263722842382,-28.33163238468329,128.79726,164.24654,204.43048,qso,1,6.0379024
-530171030282707503,53.017103037504,-28.27075032932929,131.71722,135.27144,141.25433,qso,1,5.8916473
-531503433285967703,53.15034338341902,-28.59677037335306,2.688603,4.8597283,6.245441,qso,1,5.051524
-530033584285748833,53.0033584835701,-28.57488333997172,2.866784,3.6754177,4.5970116,qso,1,5.6081924
-530558040285674709,53.05580400821039,-28.56747098476703,13.130597,19.343985,25.573427,qso,1,5.2420597
-533583161285561273,53.35831613988402,-28.55612736619906,2.3149545,3.8587444,4.8475933,qso,1,7.111722
-532340780285548534,53.23407807369574,-28.55485345168647,57.56664,59.04771,65.23924,qso,1,5.8916473
-532185826285560829,53.21858269958335,-28.5560829612602,3.689608,5.7206855,8.500297,qso,1,4.497592
-532095700285520544,53.2095700626217,-28.5520544704753,2.5833282,5.0204697,6.8755245,qso,1,7.1360936
-532213066285438281,53.22130662543088,-28.5438281432986,14.799515,19.196081,24.128975,qso,1,5.8504214
-532043609285467801,53.20436095966877,-28.54678019206616,3.6652524,4.4609795,5.382779,qso,1,1.8300947
-532036862285461206,53.20368627528038,-28.5461206534539,6.7590885,8.232847,11.56424,qso,1,1.7768306
-531527192285415919,53.15271922405662,-28.54159198254197,12.323144,16.922144,24.358528,qso,1,6.646975
-531501932285384711,53.15019327298351,-28.53847119090054,4.049807,7.2817435,11.036066,qso,1,1.0083433
-531498537285391351,53.14985378605738,-28.53913510320524,7.8415365,10.14775,12.753812,qso,1,6.2522383
-530260916285355769,53.02609163748849,-28.53557695630679,32.67927,44.952248,48.404526,qso,1,5.8504214
-532242766285278968,53.22427667937185,-28.52789684754869,2.6847625,4.4003897,6.68421,qso,1,5.4903092
-532789056285266496,53.27890564961938,-28.52664969922315,7.751227,9.03709,10.921355,qso,1,1.8414378
-533014845285178432,53.30148455846515,-28.51784327421533,10.113181,16.092834,21.892492,qso,1,5.7551837
-531962659285147869,53.19626594007184,-28.51478695850857,10.34924,17.144184,26.606304,qso,1,5.96091
-529916307285141339,52.99163075984406,-28.51413392291455,18.113869,26.627523,34.486084,qso,1,0.90848583
-532684649285090730,53.2684649757209,-28.50907303852144,4.448545,6.64953,9.446336,qso,1,7.400659
-532090550285108495,53.20905503770502,-28.51084956980325,7.0431647,14.10465,19.186121,qso,1,4.6086507
-533605263285013285,53.36052638820725,-28.50132856071438,40.61748,55.441757,70.23441,qso,1,6.4358296
-533493844285056221,53.3493844147922,-28.50562213909288,2.9142213,3.3751678,3.5352206,qso,1,1.1625978
-532061701285060571,53.20617015213193,-28.50605718981608,14.704157,23.201807,30.402819,qso,1,4.404923
-534498785285000014,53.44987854483976,-28.50000149224055,3.527841,4.062134,4.9184203,qso,1,6.1299925
-532874446284914159,53.28744462045094,-28.4914159362164,23.41592,27.079905,27.10763,qso,1,3.8322403
-531658150284930414,53.16581507139549,-28.49304140957724,6.4857903,7.2776065,6.8493896,qso,1,4.6706862
-532212595284538554,53.22125955925318,-28.45385544351124,10.799722,15.870015,21.380848,qso,1,0.99632937
-532438884284517870,53.24388844761161,-28.45178701098517,4.8539863,4.9524674,5.57327,qso,1,4.8317094
-533165774284814716,53.316577410143,-28.48147160526936,4.6779213,5.2360034,6.1991405,qso,1,4.727678
-532858398284842202,53.28583988567863,-28.48422025950297,2.4087746,2.8342798,3.2581704,qso,1,1.4628278
-532555412284835492,53.25554124060498,-28.48354927242002,5.86352,6.2361827,5.2055187,qso,1,7.1523824
-532371217284816969,53.23712179889429,-28.48169694550401,12.516407,16.624142,19.988579,qso,1,0.9180522
-532109450284864980,53.21094501252556,-28.48649806318728,4.328007,4.9140244,5.6144166,qso,1,5.198518
-532014176284849264,53.20141764306788,-28.48492642358313,5.8090086,7.49581,9.368592,qso,1,5.267078
-531839967284825014,53.1839967205449,-28.48250147257036,2.5158315,3.5238478,4.674143,qso,1,5.5163226
-531927862284618413,53.19278624488459,-28.46184134283777,16.199318,24.408726,35.334454,qso,1,4.6650186
-532884574284599397,53.28845742468866,-28.45993975175548,0.7644681,2.5476625,5.7356277,qso,1,3.5055509
-532220101284533051,53.22201019062013,-28.45330510407404,12.258297,18.555256,24.85736,qso,1,6.458171
-531880771284494415,53.18807714438021,-28.44944153623585,2.5774643,4.4402037,5.7620387,qso,1,7.536151
-531643627284414582,53.16436274051449,-28.4414582789823,6.048768,10.037652,14.647196,qso,1,7.1442337
-531595450284442821,53.15954506413686,-28.44428218919884,2.8085608,5.99707,9.617633,qso,1,7.8845177
-529777448284410065,52.97774485361675,-28.44100654513334,17.46183,20.349752,23.030132,qso,1,7.6478453
-534135258284355222,53.41352585767277,-28.43552227071625,2.2394173,3.3232012,6.74285,qso,1,4.156769
-529572801284328060,52.9572801294322,-28.4328060135649,35.455284,48.640415,59.19989,qso,1,6.723829
-534938555284194961,53.4938555590421,-28.41949610256574,11.551571,16.031933,23.318077,qso,1,7.375495
-533694458284216498,53.3694458409401,-28.4216498441471,4.9422874,5.8187737,7.1514044,qso,1,7.1605387
-531554934284171969,53.15549345502416,-28.4171969760652,9.577926,11.722806,11.492245,qso,1,1.1582769
-530581854284068276,53.05818542431195,-28.40682768453903,5.7932277,7.413285,8.220064,qso,1,4.5750995
-529723723284054334,52.97237235668143,-28.40543343651554,29.622717,37.001617,35.98322,qso,1,3.9200082
-533075288284014129,53.30752885634954,-28.40141290264839,5.2961183,6.132791,7.316196,qso,1,7.375495
-532043584284001906,53.20435847422719,-28.40019060911054,4.1400213,5.4417367,6.091657,qso,1,4.785242
-530027960283839882,53.00279604818869,-28.38398826368787,32.003185,37.57614,35.922256,qso,1,6.2522383
-529503262283797438,52.95032627398607,-28.37974386378165,1.493939,3.0712695,3.7664888,qso,1,4.470173
-532037676283720801,53.20376762791425,-28.37208012778263,416.2608,463.3306,532.5272,qso,1,1.9544431
-530096161283733328,53.00961614809783,-28.37333289975836,1.3201827,2.0985286,4.1469326,qso,1,4.750634
-530476555283629063,53.04765553067389,-28.36290639528602,4.8261223,8.571912,12.410679,qso,1,6.927282
-530022257283644154,53.00222570146415,-28.36441544345179,10.5005,16.638655,21.559507,qso,1,4.6934147
-533720041283606261,53.37200414937281,-28.36062618198218,10.233922,19.49019,30.815601,qso,1,7.991774
-530253266283582771,53.02532662245943,-28.35827718684236,4.328967,4.9541235,6.0340643,qso,1,4.9733634
-531802788283475047,53.1802788450642,-28.34750476501852,4.7426853,6.7882943,8.014728,qso,1,5.654612
-529500365283463910,52.95003652971947,-28.34639101527031,6.0791755,7.6064177,9.6676,qso,1,4.156769
-531909776283410069,53.19097760929124,-28.34100690006222,16.524824,27.361446,40.6088,qso,1,5.6148043
-534422485283361566,53.44224856248186,-28.33615668346758,8.26299,14.207761,23.80953,qso,1,5.6346784
-534416709283353521,53.44167094781376,-28.3353521928987,48.74134,54.14985,62.48777,qso,1,5.647961
-530012793283309243,53.00127930762785,-28.3309243829873,9.554622,20.06704,25.077276,qso,1,4.4483356
-529911217283375760,52.99112170973046,-28.3375760391346,1.355273,4.0128264,5.107325,qso,1,7.2260847
-529909047283369054,52.99090470003377,-28.33690540423982,6.2696023,8.366958,9.320793,qso,1,7.176876
-530068294283288738,53.00682942307838,-28.32887385201403,4.55186,8.378576,12.351182,qso,1,5.6081924
-531886774283188830,53.18867748401922,-28.31888305689453,4.8671846,8.320821,12.372937,qso,1,6.6699505
-531756233283167409,53.17562337224899,-28.31674092747805,4.2874556,5.2000737,5.4040055,qso,1,5.4838223
-530266655283174187,53.02666551895842,-28.31741871282551,14.868489,20.569576,30.642216,qso,1,7.014963
-529874474283184076,52.98744743581013,-28.31840762522845,4.1546597,6.31366,9.822271,qso,1,1.7740551
-529759458283179689,52.97594580525853,-28.31796892342017,4.4136057,4.9913254,6.1230025,qso,1,4.837544
-529753292283192953,52.97532922457598,-28.31929531784038,3.1165166,4.1954947,4.4701004,qso,1,4.7563877
-529883213283139205,52.98832132512256,-28.31392057749834,27.773245,30.185207,30.876581,qso,1,5.5949893
-532097294283044778,53.20972949259673,-28.30447785503208,2.178547,3.6383328,5.559233,qso,1,1.3009226
-531821307283037910,53.18213071002229,-28.3037910740208,26.130098,33.983326,41.0581,qso,1,4.63113
-531139738283062005,53.11397380522165,-28.30620055603972,6.000282,7.7740655,8.429159,qso,1,1.7082703
-533607723282984075,53.36077234536212,-28.29840759941884,22.61698,38.761234,45.589104,qso,1,1.0346223
-532025707282996017,53.20257076466418,-28.29960175598669,2.566122,3.3350253,3.8848631,qso,1,1.6572989
-534224484282920404,53.42244844899425,-28.29204047519723,7.8310914,11.866241,16.358852,qso,1,0.97054505
-531843886282899946,53.18438860498617,-28.28999467565232,3.1930835,3.7696846,4.014815,qso,1,6.4880633
-532381554282814831,53.23815545565569,-28.28148310575856,4.83787,5.657746,5.9535646,qso,1,7.2921576
-531133015282831972,53.11330151916735,-28.28319723328963,34.249275,43.547676,43.670265,qso,1,5.7551837
-534074245282786450,53.4074245360445,-28.27864503633701,38.566116,43.22674,44.492203,qso,1,3.7035153
-531575639282770805,53.15756398796826,-28.27708056593248,2.1478498,4.27112,6.269487,qso,1,6.3178034
-531148949282791552,53.114894958127,-28.2791552618699,6.2144327,12.052806,21.59113,qso,1,1.2262313
-529812109282744048,52.98121098469925,-28.27440486736655,7.490066,12.025107,17.345695,qso,1,7.111722
-533336352282653781,53.33363524439146,-28.26537819649625,5.2926927,6.8353896,6.767694,qso,1,1.3852649
-532921451282611424,53.29214514874865,-28.26114249818941,8.863029,9.314383,12.368093,qso,1,1.4505444
-534761613282559090,53.47616137892646,-28.25590903935484,30.70967,43.307278,57.10132,qso,1,7.604714
-533464129282565879,53.3464129183215,-28.25658793537317,6.3456955,7.7539706,9.444628,qso,1,4.636764
-531870534282563905,53.18705340829223,-28.25639052742849,6.0691853,7.934752,9.751421,qso,1,7.1523824
-531574778285555087,53.15747783171094,-28.55550871938049,23.533262,22.43961,21.695345,qso,1,3.4785986
-534166271284434284,53.41662712511273,-28.44342842589071,1.335077,4.6518483,8.562868,qso,1,1.7327548
-532412324284539407,53.24123246846119,-28.45394076427828,1.2698308,2.2508836,4.217209,qso,1,4.648049
-529993625283616530,52.99936250538703,-28.36165303515809,2.1924381,2.2614067,4.5952563,qso,1,4.9198446
-531895505283228293,53.18955055187917,-28.32282932831443,7.066862,14.722273,22.962345,qso,1,4.79103
-529689998282557743,52.96899982006298,-28.25577435258764,1.1328685,2.6078768,4.59147,qso,1,2.4984157
-536203229282767976,53.62032291185482,-28.27679760471628,114.19543,148.35959,186.51024,qso,1,5.809442
-535535592284169067,53.55355928976306,-28.41690670425114,79.66415,76.18857,109.21632,qso,1,5.445036
-535416721284371025,53.54167218821087,-28.4371025066401,19.966152,26.813423,38.62288,qso,1,5.1552796
-535557228284301556,53.5557228106364,-28.43015563852437,5.896073,12.14248,18.710793,qso,1,4.3833466
-535257710284137212,53.52577107207804,-28.41372123574471,2.041913,3.5188577,4.4143977,qso,1,1.7657454
-535583455283940436,53.55834550296702,-28.39404367828964,92.10424,127.76555,179.55168,qso,1,6.044944
-535372036283399110,53.53720361140122,-28.33991105183884,3.9865334,4.8060675,4.911276,qso,1,7.168703
-535951225283285745,53.59512253993739,-28.32857456956444,3.1579866,4.303342,5.159512,qso,1,0.9646423
-535135728283279278,53.51357283121653,-28.32792780902708,13.698142,16.53436,22.135344,qso,1,7.2508
-536341903283237397,53.63419037466331,-28.32373970411143,3.4469345,5.4711285,8.164068,qso,1,7.7173057
-535319107283203554,53.53191071171437,-28.3203554089547,9.870854,14.721023,22.441952,qso,1,0.93732893
-535441830282852794,53.54418300435737,-28.28527943211616,37.067776,54.02072,74.91874,qso,1,7.7434964
-535209118282636942,53.5209118753314,-28.26369429751798,4.670488,4.852514,5.973769,qso,1,6.2667575
-535198511282566126,53.51985116072493,-28.2566126541373,5.387067,6.807209,7.794193,qso,1,1.515094
-535279014282540197,53.52790142515995,-28.25401976531488,10.118155,14.187111,18.412962,qso,1,0.91997117
-526838345279080978,52.68383458461322,-27.90809786398298,31.510479,37.528427,37.32404,qso,1,3.5873852
-526629430278890320,52.66294303752879,-27.88903203265937,40.678207,45.998676,47.261642,qso,1,6.2522383
-525666952280513198,52.56669527784164,-28.05131986901415,143.61278,171.7423,201.71788,qso,1,5.8435745
-526498213282427036,52.64982138326206,-28.24270363664408,330.50372,392.44623,467.95035,qso,1,6.122866
-526989237282204950,52.69892370552279,-28.22049506232702,3.2279093,3.901451,4.3421583,qso,1,7.3671236
-526356351282182763,52.63563519977553,-28.21827634506044,693.1249,870.2109,1041.2059,qso,1,6.3397894
-526652608282177843,52.66526089509634,-28.21778432866789,10.279428,13.754786,15.765927,qso,1,1.818797
-526278634282030030,52.62786348682652,-28.20300301060507,4.028597,4.7610865,6.3166475,qso,1,4.470173
-526457532281878125,52.64575321566643,-28.1878125162971,2.9235365,3.5604436,3.9529405,qso,1,6.3913484
-526482828281838538,52.6482828135909,-28.18385382279125,3.8846567,3.8757296,4.6730328,qso,1,1.6893786
-525958454281590259,52.59584540337845,-28.15902591106614,9.82359,11.945123,15.825434,qso,1,7.234315
-526563663281410600,52.65636633010534,-28.14106002416659,11.332901,18.061642,26.81232,qso,1,4.9376307
-526914425281340464,52.69144250506562,-28.13404643529394,18.04356,21.619663,21.203358,qso,1,7.973809
-526413821281543697,52.64138218007788,-28.15436979532971,4.091793,6.114754,8.891505,qso,1,5.3111014
-525887407281034055,52.58874070565379,-28.1034055493582,0.43712643,0.80432224,0.804958,qso,1,4.4592433
-525781506281030790,52.57815062244062,-28.10307906698821,20.762707,27.757742,39.24117,qso,1,1.6840053
-525733751280700527,52.57337512159128,-28.07005274124428,6.5630584,12.189634,19.42434,qso,1,4.530677
-526485165280153164,52.64851658678881,-28.01531640505587,3.3815265,4.1500983,4.575503,qso,1,1.7109799
-526427806279906069,52.64278068502108,-27.99060697349985,4.085004,5.6749525,6.1885395,qso,1,7.6651583
-526406385279741127,52.64063853010982,-27.97411273503684,2.697324,2.9267364,3.2418354,qso,1,7.991774
-526937421279660055,52.69374212670602,-27.9660055241254,12.979479,14.8064,16.267284,qso,1,1.3194038
-526855757279510419,52.68557571647154,-27.95104194129642,3.1869378,3.3815136,4.033773,qso,1,1.7218456
-526823787279519419,52.68237877542555,-27.95194190484235,10.143847,26.325752,27.835907,qso,1,7.8667665
-526307767279481581,52.63077675736257,-27.94815817893848,2.044061,3.2940917,4.170879,qso,1,5.3872905
-526834739279412666,52.68347394038554,-27.94126668519542,29.123905,39.607864,59.726025,qso,1,6.8014545
-526755103279482144,52.67551036731319,-27.94821441882155,13.335817,17.860876,24.947636,qso,1,6.7392917
-526124313279394986,52.61243134614307,-27.93949861185629,4.87618,7.065839,10.521833,qso,1,7.7522445
-526791589279051134,52.67915892445678,-27.90511340405557,41.5911,60.19601,81.100174,qso,1,7.055138
-526624899279036257,52.66248993238008,-27.90362573781092,2.875348,7.2062707,11.429416,qso,1,4.6706862
-526694257278831978,52.66942577656246,-27.8831978251853,1.5152345,2.4746225,3.5521595,qso,1,7.973809
-526581276278873172,52.65812763165405,-27.88731726144475,42.255238,50.30141,64.095894,qso,1,5.4903092
-526762987278103525,52.6762987325019,-27.81035257097669,33.374664,49.180046,72.552826,qso,1,7.400659
-526871950279478591,52.68719504427327,-27.94785910149235,0.04270735,0.039970927,3.2187867,qso,1,6.3324537
-528364294277766074,52.83642948256757,-27.77660748420114,78.44673,85.48928,96.46102,qso,1,6.2305145
-527716658281271322,52.77166584009751,-28.1271322275438,1236.0237,1353.534,1426.751,qso,1,7.5532403
-527665090280838420,52.76650903767521,-28.08384207412496,22.325382,22.393356,18.454746,qso,1,4.5141096
-527582059282486066,52.75820598928921,-28.2486066203502,559.65594,553.95026,446.94333,qso,1,3.8856883
-527548480278570858,52.75484804038303,-27.85708584474543,75.95481,74.330925,108.03894,qso,1,1.5633377
-532643007280787197,53.26430076364792,-28.07871976865304,6597.7495,6972.637,6885.6387,qso,1,3.2986894
-530582252279519927,53.05822526412604,-27.95199278749993,194.53712,215.51625,212.2639,qso,1,5.0818577
-529810982282538112,52.98109820035289,-28.25381129415009,2.495415,4.689252,6.411759,qso,1,2.3646038
-530658813282449872,53.06588132968262,-28.24498725123806,2.0473702,3.2273042,4.700661,qso,1,1.581344
-528575844282383621,52.8575844533792,-28.23836211608454,54.688717,67.86576,71.315674,qso,1,5.8435745
-531295004282314701,53.12950048589634,-28.2314701975054,36.026577,50.195454,64.34066,qso,1,5.0940337
-530717866282265832,53.07178662270535,-28.22658326139438,9.5361805,11.875068,10.399535,qso,1,6.685306
-529400726282167652,52.9400726426601,-28.21676527824172,29.350306,40.81363,52.677994,qso,1,6.473102
-532100337282012977,53.21003370448228,-28.20129772362531,8.081043,11.952811,15.902707,qso,1,6.6622844
-532063737281957006,53.20637378213678,-28.19570061930268,6.1168795,7.003087,8.698388,qso,1,4.3085046
-529566316281979393,52.95663162911374,-28.19793937556552,19.365414,30.901804,46.989716,qso,1,7.1523824
-529321081281845807,52.93210814974424,-28.18458073744891,25.265675,31.097696,35.324703,qso,1,5.6214223
-532588415281786993,53.25884151922057,-28.17869931088837,4.413663,6.037919,7.354566,qso,1,6.887744
-529807109281788921,52.98071094011485,-28.17889212955089,5.1731267,6.241944,7.220888,qso,1,7.527619
-532553500281713967,53.25535007359614,-28.17139676583948,7.033405,8.156383,8.938741,qso,1,5.967874
-531141643281725871,53.1141643676815,-28.17258710585779,15.055328,18.229136,23.595564,qso,1,1.4702274
-531709989281622379,53.17099898862128,-28.16223797872327,13.753931,15.676804,15.067251,qso,1,1.7464528
-529737637281633914,52.97376371574814,-28.16339149120214,4.9721284,5.4587693,5.8625693,qso,1,4.049606
-529441805281671574,52.94418056589869,-28.1671574659747,5.794055,6.3363266,6.689372,qso,1,7.4090643
-531020462281573665,53.10204621262682,-28.1573665157559,3.2065508,5.3889127,7.740466,qso,1,5.7214923
-531561138281484685,53.15611382349581,-28.14846856783653,1.9086864,3.2026656,4.536694,qso,1,6.8014545
-529515964281486610,52.95159646293165,-28.14866101249878,15.348633,16.979927,17.994606,qso,1,5.6346784
-531752975281391203,53.17529750237151,-28.139120302702,12.019136,19.50552,29.284431,qso,1,4.569527
-532249774281363518,53.22497743137145,-28.13635189709782,4.31469,4.9024606,5.781017,qso,1,7.7173057
-531702426281342150,53.17024262549511,-28.13421504325352,4.633802,7.382597,10.570501,qso,1,6.6393323
-531366320281348882,53.13663209468701,-28.13488822573673,1.6062385,3.3314352,6.0664744,qso,1,6.1585693
-531361792281334278,53.1361792203802,-28.13342780775045,4.1357555,7.1316323,12.603402,qso,1,6.07318
-529574534281335444,52.95745348608952,-28.13354447432606,30.209269,33.768433,50.20533,qso,1,5.877878
-528770326281353074,52.87703269211438,-28.13530740099933,3.5577192,4.798709,6.730088,qso,1,7.937985
-532331297281276581,53.2331297903477,-28.12765818779948,10.67424,12.050672,12.693495,qso,1,6.303182
-532110989281286262,53.21109898921128,-28.12862625306779,6.2696757,9.7956915,14.224906,qso,1,7.9558787
-531621270281288660,53.16212706319561,-28.12886605927841,33.00499,48.249847,63.534355,qso,1,7.8756375
-527965552281212851,52.79655529591553,-28.1212851573043,5.9726553,6.883743,8.11206,qso,1,7.840206
-528903523281077116,52.89035239627384,-28.10771161584642,4.911838,6.1186132,8.453288,qso,1,7.209649
-528750753280980280,52.87507533989252,-28.09802803288998,19.310581,19.92968,22.247932,qso,1,6.716109
-527889399280975450,52.78893995183427,-28.09754503927771,11.341748,16.89297,24.49464,qso,1,7.7085924
-527885287280964898,52.78852879091056,-28.0964898905731,2.7269852,3.4939108,4.946738,qso,1,7.699888
-527694095280929613,52.76940958575803,-28.09296139918667,2.1808772,3.6380405,5.5187106,qso,1,4.699111
-528550620280824906,52.85506203909856,-28.08249065530143,1.7218835,3.0068564,4.514516,qso,1,1.6151205
